"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://veteranstransitionsupport.org/wp-content/uploads/2025/01/e5b8aef5-e35e-4b31-b284-b0f0bb75ea2d-1024x1024.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","169702","169702","169702","65.010","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.289","Wed, 30 Apr 2025 20:41:18 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2025/01/e5b8aef5-e35e-4b31-b284-b0f0bb75ea2d-1024x1024.jpg","2026-05-14 12:19:44"
"https://veteranstransitionsupport.org/wp-content/uploads/2025/01/Image20250110021710-1024x1024.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","48191","48191","48191","18.461","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.422","Wed, 30 Apr 2025 20:37:25 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2025/01/Image20250110021710-1024x1024.png","2026-05-14 12:19:48"
"https://veteranstransitionsupport.org/wp-content/uploads/2025/01/barbequecookout-scaled-1024x858.jpeg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","135694","135694","135694","51.982","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.130","Wed, 30 Apr 2025 20:38:21 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2025/01/barbequecookout-scaled-1024x858.jpeg","2026-05-14 12:19:53"
"https://veteranstransitionsupport.org/wp-content/uploads/2025/01/logo.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","41070","41070","41070","15.733","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.525","Sat, 03 Jan 2026 12:13:05 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2025/01/logo.png","2026-05-14 12:19:55"
"https://veteranstransitionsupport.org/wp-content/uploads/2025/01/logo-1024x777.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","31617","31617","31617","12.112","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.538","Wed, 30 Apr 2025 21:19:12 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2025/01/logo-1024x777.png","2026-05-14 12:19:56"
"https://veteranstransitionsupport.org/wp-content/uploads/2025/01/Image20250110021434.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","5991","5991","5991","2.295","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.958","Wed, 30 Apr 2025 20:37:31 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2025/01/Image20250110021434.png","2026-05-14 12:19:56"
"https://veteranstransitionsupport.org/wp-content/uploads/2026/03/new-certificate-image-comp.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","351829","351829","351829","134.779","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.302","Wed, 11 Mar 2026 18:05:59 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2026/03/new-certificate-image-comp.png","2026-05-14 12:19:57"
"https://veteranstransitionsupport.org/wp-content/uploads/2026/03/ChatGPT-Image-Feb-28_-2026_-01_17_51-AM.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","142259","142259","142259","54.497","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.332","Wed, 11 Mar 2026 18:06:01 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2026/03/ChatGPT-Image-Feb-28_-2026_-01_17_51-AM.png","2026-05-14 12:19:57"
"https://veteranstransitionsupport.org/wp-content/uploads/2026/03/VTS-Donation-page-Teaching-photo.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","226201","226201","226201","86.653","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.557","Wed, 11 Mar 2026 18:06:00 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2026/03/VTS-Donation-page-Teaching-photo.png","2026-05-14 12:19:57"
"https://veteranstransitionsupport.org/wp-content/uploads/2025/01/Image20250110014158.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","73863","73863","73863","28.296","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.294","Sat, 03 Jan 2026 12:33:29 GMT","","","","","1.1","","","","","","https://veteranstransitionsupport.org/wp-content/uploads/2025/01/Image20250110014158.jpg","2026-05-14 12:19:58"
